"No.","Time","Source","Destination","Protocol","Length","Info"
"783","07:20:59.085956","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=907 Ack=758 Win=27 Len=0 TSval=748461437 TSecr=86821"
"785","07:20:59.243328","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","205","Application Data"
"786","07:20:59.247764","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=907 Ack=897 Win=27 Len=0 TSval=748461599 TSecr=86836"
"787","07:20:59.249229","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"788","07:20:59.253667","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","397","Application Data"
"789","07:20:59.259694","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"790","07:20:59.262461","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=1228 Ack=1001 Win=5215 Len=0 TSval=86839 TSecr=748461600"
"791","07:20:59.355381","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","162","Application Data"
"793","07:20:59.366770","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"869","07:20:59.412735","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=1097 Ack=1275 Win=27 Len=0 TSval=748461764 TSecr=86849"
"1014","07:21:00.068086","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","143","Application Data"
"1016","07:21:00.142631","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1019","07:21:00.147065","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=1174 Ack=1322 Win=27 Len=0 TSval=748462498 TSecr=86926"
"1253","07:21:00.799823","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","447","Application Data"
"1254","07:21:00.957432","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1255","07:21:00.961562","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=1555 Ack=1369 Win=27 Len=0 TSval=748463313 TSecr=87008"
"1256","07:21:00.962986","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","401","Application Data"
"1257","07:21:00.970883","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","296","Application Data"
"1258","07:21:00.987961","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1259","07:21:00.993520","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","625","Application Data"
"1260","07:21:01.014120","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1261","07:21:01.019897","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","448","Application Data"
"1262","07:21:01.037359","ec2-13-124-31-195.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","430","Application Data"
"1263","07:21:01.052867","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","196","Application Data"
"1264","07:21:01.069059","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=1463 Ack=2831 Win=5215 Len=0 TSval=87020 TSecr=748463371"
"1265","07:21:01.080190","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","66","40292  >  https(443) [ACK] Seq=1 Ack=231 Win=603 Len=0 TSval=1182897022 TSecr=1936059536"
"1266","07:21:01.080348","Galaxy-Note10-5G-lan.local","ec2-13-124-31-195.ap-northeast-2.compute.amazonaws.com","TCP","66","52236  >  https(443) [ACK] Seq=1 Ack=365 Win=411 Len=0 TSval=1404213846 TSecr=230187099"
"1267","07:21:01.084189","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","66","40292  >  https(443) [ACK] Seq=1 Ack=361 Win=603 Len=0 TSval=1182897029 TSecr=1936059556"
"1268","07:21:01.119816","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1269","07:21:01.125409","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","399","Application Data"
"1270","07:21:01.128105","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=1510 Ack=3164 Win=5215 Len=0 TSval=87025 TSecr=748463477"
"1274","07:21:01.220806","ec2-13-124-31-195.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","433","Application Data"
"1275","07:21:01.227846","Galaxy-Note10-5G-lan.local","ec2-13-124-31-195.ap-northeast-2.compute.amazonaws.com","TCP","66","52236  >  https(443) [ACK] Seq=1 Ack=732 Win=422 Len=0 TSval=1404213997 TSecr=230187145"
"1277","07:21:01.301572","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","296","Application Data"
"1278","07:21:01.307341","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","66","40292  >  https(443) [ACK] Seq=1 Ack=591 Win=614 Len=0 TSval=1182897252 TSecr=1936059618"
"1279","07:21:01.308052","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1280","07:21:01.314456","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","624","Application Data"
"1281","07:21:01.319142","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=1557 Ack=3722 Win=5215 Len=0 TSval=87045 TSecr=748463665"
"1282","07:21:01.352106","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1283","07:21:01.358013","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","146","Application Data"
"1285","07:21:01.410201","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=1604 Ack=3802 Win=5215 Len=0 TSval=87054 TSecr=748463709"
"1384","07:21:01.496645","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1523","07:21:01.548884","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3802 Ack=1651 Win=27 Len=0 TSval=748463900 TSecr=87062"
"1524","07:21:01.696232","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","463","Application Data"
"1525","07:21:01.708319","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3802 Ack=2048 Win=27 Len=0 TSval=748464059 TSecr=87082"
"1526","07:21:01.709661","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"1527","07:21:01.715450","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=2048 Ack=3849 Win=5215 Len=0 TSval=87084 TSecr=748464061"
"1530","07:21:02.068641","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","147","Application Data"
"1531","07:21:02.185667","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=2048 Ack=3930 Win=5215 Len=0 TSval=87131 TSecr=748464420"
"1533","07:21:02.195185","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1534","07:21:02.241067","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3930 Ack=2095 Win=27 Len=0 TSval=748464592 TSecr=87132"
"1538","07:21:02.355474","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","159","Application Data"
"1542","07:21:02.366637","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"1543","07:21:02.371362","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=4023 Ack=2142 Win=27 Len=0 TSval=748464722 TSecr=87149"
"3518","07:21:03.068422","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","146","Application Data"
"3590","07:21:03.088517","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"3605","07:21:03.092950","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=4103 Ack=2189 Win=27 Len=0 TSval=748465444 TSecr=87220"
"3869","07:21:03.166603","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","146","Application Data"
"3912","07:21:03.178457","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"3927","07:21:03.182561","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=4183 Ack=2236 Win=27 Len=0 TSval=748465534 TSecr=87230"
"4408","07:21:03.315475","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","132","Application Data"
"4437","07:21:03.325760","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","468","Application Data"
"4453","07:21:03.329947","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=4183 Ack=2638 Win=27 Len=0 TSval=748465681 TSecr=87245"
"4461","07:21:03.331273","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"4527","07:21:03.348878","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","1403","Application Data"
"4543","07:21:03.354634","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","66","40292  >  https(443) [ACK] Seq=67 Ack=1928 Win=625 Len=0 TSval=1182899300 TSecr=1936060130"
"4628","07:21:03.378557","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","124","Application Data"
"4656","07:21:03.384080","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=2638 Ack=4230 Win=5215 Len=0 TSval=87251 TSecr=748465682"
"4672","07:21:03.390334","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","249","Application Data"
"4701","07:21:03.398358","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","132","Application Data"
"4761","07:21:03.414472","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","147","Application Data"
"4776","07:21:03.418872","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","161","Application Data"
"4952","07:21:03.466302","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  40292 [ACK] Seq=2192 Ack=286 Win=159 Len=0 TSval=1936060160 TSecr=1182899364"
"6372","07:21:03.851429","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","1514","https(443)  >  40292 [ACK] Seq=2192 Ack=286 Win=159 Len=1448 TSval=1936060256 TSecr=1182899364 [TCP segment of a reassembled PDU]"
"6373","07:21:03.851434","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","1514","https(443)  >  40292 [ACK] Seq=3640 Ack=286 Win=159 Len=1448 TSval=1936060256 TSecr=1182899364 [TCP segment of a reassembled PDU]"
"6374","07:21:03.851438","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","1514","https(443)  >  40292 [ACK] Seq=5088 Ack=286 Win=159 Len=1448 TSval=1936060256 TSecr=1182899364 [TCP segment of a reassembled PDU]"
"6375","07:21:03.851440","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TLSv1.2","167","Application Data"
"6560","07:21:03.902219","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","167","[TCP Retransmission] https(443)  >  40292 [PSH, ACK] Seq=6536 Ack=286 Win=159 Len=101 TSval=1936060269 TSecr=1182899364"
"6677","07:21:03.931344","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","66","40292  >  https(443) [ACK] Seq=286 Ack=5088 Win=659 Len=0 TSval=1182899875 TSecr=1936060256"
"6678","07:21:03.931431","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","66","40292  >  https(443) [ACK] Seq=286 Ack=6637 Win=671 Len=0 TSval=1182899875 TSecr=1936060256"
"6679","07:21:03.934000","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TCP","78","[TCP Dup ACK 6678#1] 40292  >  https(443) [ACK] Seq=286 Ack=6637 Win=671 Len=0 TSval=1182899881 TSecr=1936060269 SLE=6536 SRE=6637"
"6695","07:21:03.935836","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","175","Application Data"
"6711","07:21:03.939805","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  40292 [ACK] Seq=6637 Ack=395 Win=159 Len=0 TSval=1936060278 TSecr=1182899882"
"6726","07:21:03.943111","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","1223","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"6741","07:21:03.947372","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  40292 [ACK] Seq=6637 Ack=1552 Win=168 Len=0 TSval=1936060280 TSecr=1182899890"
"6757","07:21:03.953034","Galaxy-Note10-5G-lan.local","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","TLSv1.2","200","Application Data"
"6772","07:21:03.956847","ec2-52-79-232-168.ap-northeast-2.compute.amazonaws.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  40292 [ACK] Seq=6637 Ack=1686 Win=177 Len=0 TSval=1936060282 TSecr=1182899899"
"6774","07:21:03.958617","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","666","Application Data"
"6803","07:21:03.963379","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  33146 [ACK] Seq=1 Ack=601 Win=144 Len=0 TSval=3010003984 TSecr=1328697288"
"6804","07:21:03.966283","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","1201","Application Data"
"6819","07:21:03.967215","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","666","Application Data"
"6820","07:21:03.968940","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","666","Application Data"
"6821","07:21:03.969164","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","666","Application Data"
"6822","07:21:03.969195","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","824","Application Data"
"6823","07:21:03.969223","Galaxy-Note10-5G-lan.local","api.smartthings.com","TLSv1.2","627","Application Data"
"6824","07:21:03.970403","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  47730 [ACK] Seq=1046 Ack=2323 Win=199 Len=0 TSval=1274107992 TSecr=2601103789"
"6837","07:21:03.971554","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  33178 [ACK] Seq=1 Ack=601 Win=129 Len=0 TSval=3010003993 TSecr=1328697296"
"6839","07:21:03.972957","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  33174 [ACK] Seq=1 Ack=601 Win=119 Len=0 TSval=3010003994 TSecr=1328697298"
"6840","07:21:03.973271","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  53794 [ACK] Seq=1 Ack=562 Win=121 Len=0 TSval=3825975476 TSecr=469384083"
"6841","07:21:03.973720","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  33176 [ACK] Seq=1 Ack=601 Win=119 Len=0 TSval=3010003995 TSecr=1328697298"
"6842","07:21:03.974062","api.smartthings.com","Galaxy-Note10-5G-lan.local","TCP","66","https(443)  >  53786 [ACK] Seq=1 Ack=759 Win=120 Len=0 TSval=3825975477 TSecr=469384083"
